Orthogroup	Solanum_lycopersicum	Brassica_napus
OG0012678	Solyc04T002804.1	CDY22384, CDX71513
OG0012679	Solyc11T000794.1	CDX79234, CDX68044
OG0012680	Solyc04T002554.1	CDY44552, CDY45883
OG0012681	Solyc11T000705.1	CDX83144, CDY34011
OG0012682	Solyc01T001345.3	CDY60436, CDY04978, CDY14093
OG0012683	Solyc05T000729.1	CDY46624, CDY56045
OG0012684	Solyc06T001053.1	CDX89226, CDY19023
OG0012685	Solyc04T002456.2	CDX93614, CDX95119
OG0012686	Solyc07T000973.1	CDY43213, CDY17055
OG0012687	Solyc04T002843.3	CDY12584, CDY47950
OG0012688	Solyc03T002856.1	CDX68186, CDX85827
OG0012689	Solyc06T001300.2	CDY38142, CDY63757
OG0012690	Solyc10T002360.1	CDY14979, CDY12538
OG0012691	Solyc04T002571.1	CDY24752, CDY10788
OG0012692	Solyc01T000326.1	CDY04469, CDX71483
OG0012693	Solyc04T002664.1	CDY43215, CDY17057
OG0012694	Solyc03T000867.1	CDX90687, CDY70802
OG0012695	Solyc03T001717.1	CDY62840, CDY49168
OG0012696	Solyc04T002235.1	CDY36194, CDX75146
OG0012697	Solyc04T003002.1	CDY53789, CDY37699
OG0012698	Solyc03T001765.1	CDY14380, CDY35656
OG0012699	Solyc04T002283.1	CDX88413, CDX87481
OG0012700	Solyc08T000718.1	CDY31603, CDX71562
OG0012701	Solyc12T002540.1	CDY13510, CDX72382
OG0012702	Solyc03T001728.2	CDY05919, CDY08121
OG0012703	Solyc04T002842.2	CDX73171, CDY47523
OG0012704	Solyc04T002268.1	CDX75144, CDY36193
OG0012706	Solyc09T001370.1, Solyc06T002632.1	CDY19947
OG0012707	Solyc09T001324.1	CDY27896, CDY00836
OG0012708	Solyc01T000082.1	CDY19650
OG0012709	Solyc04T002978.1	CDY12993, CDY53985
OG0012710	Solyc04T002236.1	CDY67916, CDY41883
OG0012711	Solyc04T002662.1	CDY22377, CDX71529
OG0012712	Solyc11T000471.1	CDY43532, CDX68593
OG0012713	Solyc08T000808.1	CDY29503, CDY31496, CDY33649
OG0012714	Solyc04T002845.1	CDX73174, CDY47521
OG0012715	Solyc01T004225.1	CDY42592, CDY41950
OG0012716	Solyc02T002100.1	CDY39358, CDY29409
OG0012718	Solyc01T002131.1	CDX90950, CDY64804
OG0012720	Solyc04T002515.1	CDY57930, CDY63745
OG0012721	Solyc12T002488.1	CDX87634, CDX73237
OG0012722	Solyc04T002503.1	CDY37769, CDX71602
OG0012723	Solyc11T000736.1	CDY52462, CDY47434
OG0012725	Solyc08T001668.2	CDY38753, CDY01751
OG0012726	Solyc01T000057.1	CDY42068, CDY34512, CDX79440
OG0012727	Solyc12T002315.1	CDX73312
OG0012728	Solyc01T004362.1	CDY67092, CDX71328, CDY31387
OG0012729	Solyc04T001954.1	CDX90396, CDY49683
OG0012730	Solyc12T002427.1	CDY46121, CDX72399
OG0012731	Solyc11T000702.1	CDY69561, CDX79227
OG0012732	Solyc04T002438.1	CDY11017
OG0012733	Solyc12T002510.1, Solyc12T002509.1	CDX69302, CDX75649
OG0012734	Solyc03T000244.1	CDY47060, CDY38736
OG0012735	Solyc06T002614.1	CDY28034, CDY35947, CDY19959
OG0012737	Solyc10T000033.1	CDX94584, CDY16641
OG0012738	Solyc03T000330.1	CDX87103, CDY28356, CDY19818
OG0012739	Solyc03T002689.1	CDY00330, CDX84357
OG0012740	Solyc01T002026.1	CDX82769, CDX78999
OG0012742	Solyc01T002177.1	CDY13944, CDY18845
OG0012743	Solyc02T002609.1	CDY30590, CDY17770
OG0012744	Solyc02T001771.1	CDY12943, CDY19545
OG0012745	Solyc07T000643.1	CDX70948, CDX88836
OG0012746	Solyc07T001467.1	CDX74650, CDY33687
OG0012748	Solyc07T000266.1	CDX92471, CDY35813
OG0012749	Solyc03T002437.1	CDX77054, CDY48185
OG0012750	Solyc03T002488.1	CDY55995, CDX81719
OG0012751	Solyc09T000734.1	CDY04831
OG0012752	Solyc03T001877.1	CDY60499, CDY64669
OG0012753	Solyc09T002452.1	CDX88664, CDY58568
OG0012754	Solyc05T002446.1	CDX92125, CDX95858
OG0012755	Solyc03T003062.2	CDX96450, CDY59936
OG0012756	Solyc08T002248.1	CDX98059, CDY30084
OG0012758	Solyc02T000525.1	CDY34624, CDY34826
OG0012759	Solyc07T000261.1	CDY45089
OG0012760	Solyc07T001554.1	CDY30956, CDY44836
OG0012761	Solyc10T002807.1	CDY11205
OG0012762	Solyc08T000249.1	CDY31836, CDY46915
OG0012763	Solyc02T001913.2	CDY30360, CDY26813
OG0012764	Solyc05T002679.1	CDY21313, CDX90875
OG0012765	Solyc08T002302.3	CDY45975, CDY67234
OG0012766	Solyc02T001949.1	CDY26819, CDY30354
OG0012767	Solyc07T000137.1	CDX89207, CDY29877
OG0012769	Solyc02T002098.4	CDX75575, CDX69224, CDX71808, CDX68577
OG0012770	Solyc07T002635.2	CDX96960, CDY14917
OG0012771	Solyc04T002892.1	CDX68784, CDX75195
OG0012772	Solyc07T002322.1	CDY06644, CDY10203
OG0012773	Solyc01T001294.1	CDY36792, CDY11939
OG0012774	Solyc10T000085.1	CDY42729, CDX92815
OG0012775	Solyc04T002958.1	CDX73231, CDX87639
OG0012776	Solyc09T001098.1	CDX99080, CDX86109
OG0012778	Solyc12T000192.1	CDY35373, CDY55714
OG0012779	Solyc09T000933.2	CDY32998, CDY43874
OG0012780	Solyc02T001320.1	CDY39439, CDY59326
OG0012781	Solyc03T002410.1	CDY69547, CDX68464
OG0012782	Solyc02T002002.1	CDX81412, CDY18590
OG0012783	Solyc08T002183.1	CDY42179, CDX82951, CDX79162
OG0012786	Solyc12T000180.1	CDX77055, CDY48186
OG0012789	Solyc07T001542.2	CDX69424, CDY16983
OG0012790	Solyc02T002841.1	CDY12809, CDY01436
OG0012792	Solyc03T002913.1	CDY66228, CDY30721
OG0012793	Solyc11T002166.1	CDX99192, CDY08708
OG0012794	Solyc03T002580.1	CDX68168
OG0012795	Solyc07T000295.1	CDX74654, CDY33691
OG0012797	Solyc03T002770.1	CDY37882, CDX74490
OG0012798	Solyc07T000003.1	CDY50940, CDX93091
OG0012799	Solyc03T002534.1	CDY45664, CDY17332
OG0012800	Solyc01T000230.1	CDX86340, CDX85311
OG0012801	Solyc01T003518.1	CDY72615
OG0012802	Solyc07T000126.1	CDX89206, CDY19007
OG0012803	Solyc09T000975.1	CDX85332, CDX86311
OG0012804	Solyc03T002877.1	CDY65895, CDY42418
OG0012805	Solyc12T001466.1	CDX81894, CDY59658
OG0012807	Solyc02T002548.1	CDX81348, CDY18630
OG0012808	Solyc07T000121.2	CDY39210, CDX72248
OG0012809	Solyc02T002083.1	CDY02716, CDX85464, CDY16941, CDX69390
OG0012810	Solyc01T003513.1	CDY41685, CDY09359
OG0012811	Solyc05T002065.1	CDX83236, CDY38524
OG0012812	Solyc10T000107.1	CDY45655, CDY17324
OG0012814	Solyc03T000463.2	CDY39160, CDY46370
OG0012815	Solyc02T001740.1	CDY24874, CDY07249
OG0012816	Solyc07T001382.1	CDX68589, CDY43528
OG0012817	Solyc08T002034.1	CDY09642, CDX90486
OG0012818	Solyc10T000365.1	CDY16378, CDX91536
OG0012819	Solyc01T002215.1	CDY65145, CDY22903
OG0012820	Solyc07T002768.1	CDY17394
OG0012822	Solyc12T000866.1	CDY30953, CDY44841
OG0012823	Solyc01T002198.1	CDX78715, CDX70723
OG0012824	Solyc05T000660.1	CDX97852, CDY29704
OG0012825	Solyc02T002716.1	CDY45627, CDY08753
OG0012826	Solyc06T000121.1	CDY29703, CDX97851
OG0012828	Solyc03T002674.1	CDY67962, CDX86814
OG0012829	Solyc09T000941.1	CDY62780, CDY25245
OG0012830	Solyc03T002451.1	CDY21819, CDX77899
OG0012831	Solyc07T000239.1	CDY55524, CDY27466
OG0012832	Solyc02T002131.1	CDX69236, CDY64609
OG0012833	Solyc02T000581.2	CDY53736
OG0012834	Solyc03T002777.1	CDY58679
OG0012835	PRAM_26363.1.p3	CDX76850, CDY46063
OG0012836	Solyc02T001987.1	CDY37540, CDY43272
OG0012837	Solyc02T000745.1	CDY64604, CDX69231
OG0012838	Solyc12T001346.1	CDX73099, CDX96554
OG0012839	Solyc01T001304.1	CDY56018, CDY10551
OG0012840	Solyc07T000231.1	CDY09982
OG0012841	Solyc03T002891.1	CDY24171, CDY36944
OG0012842	Solyc03T002703.2	CDY19223, CDY26149
OG0012843	Solyc03T002646.1	CDX68444, CDY70693
OG0012844	Solyc02T001759.1	CDX90858, CDY21299
OG0012846	Solyc07T002659.1	CDX69257, CDX75609
OG0012847	Solyc09T002828.2	CDX73054, CDX96517
OG0012848	Solyc08T000465.1	CDX96267, CDY11563
OG0012849	Solyc06T002569.1	CDY35124, CDY40027
OG0012850	Solyc01T001925.1	CDY64792, CDY52175
OG0012851	Solyc02T000930.1	CDY17189, CDY27954
OG0012852	Solyc04T000299.1	CDX92111, CDX95889
OG0012853	Solyc07T002727.1	CDY52905, CDY53757
OG0012854	Solyc02T001077.1	CDY33272, CDY16300
OG0012855	Solyc01T002221.1	CDX70853, CDX88909
OG0012856	Solyc09T002458.1	CDX96906, CDY14890
OG0012857	Solyc02T002817.1	CDY18647, CDX81325
OG0012858	Solyc06T002591.1	CDY71551
OG0012859	Solyc02T001989.1	CDY57766, CDY55101
OG0012860	Solyc05T002437.1	CDX74071, CDY08024
OG0012861	Solyc04T002437.1	CDX71416, CDY04513
OG0012862	Solyc02T002813.1	CDX75636, CDX69288
OG0012864	Solyc07T000503.1, Solyc09T001112.1	CDY36479
OG0012865	Solyc07T000099.1	CDY34795, CDX76833
OG0012866	Solyc06T000564.2	CDY35310, CDX77037
OG0012867	Solyc10T000014.1	CDY32234, CDY34450
OG0012868	Solyc01T004393.1	CDY54795, CDY59098
OG0012869	Solyc03T002648.1	CDY27620
OG0012870	Solyc07T001443.1	CDY18094, CDY66636
OG0012872	Solyc08T002009.2	CDX78220, CDX73495
OG0012873	Solyc02T002555.2	CDX83128, CDY54695
OG0012874	Solyc04T000610.1	CDX77799, CDY17703
OG0012875	Solyc07T000652.1	CDY72599, CDY25914, CDY47939, CDY42258
OG0012876	Solyc03T000777.1	CDY24643, CDY05322
OG0012877	Solyc01T002235.1	CDY22760, CDY49964
OG0012878	Solyc11T000243.1	CDY44870, CDX70211
OG0012880	Solyc01T001653.1	CDY52730, CDY34989
OG0012881	Solyc09T001315.1	CDY51082, CDX82650
OG0012882	Solyc03T002652.1	CDY00305, CDY56640
OG0012883	Solyc03T000787.1, Solyc02T002827.1	CDX81328
OG0012884	Solyc03T000567.1	CDY57762, CDY55098
OG0012885	Solyc02T000838.1	CDY18671, CDX81300
OG0012886	Solyc05T001178.3	CDY18367, CDX93303
OG0012887	Solyc01T000122.1	CDX85360, CDX86283
OG0012888	Solyc03T002448.1	CDY10561, CDX88477, CDX87435
OG0012889	Solyc07T000113.1	CDX72273, CDY13391
OG0012890	Solyc06T001944.1	CDY00325, CDX84353
OG0012891	Solyc12T000700.1	CDY68131, CDX88635
OG0012892	Solyc01T000255.1	CDX69483
OG0012893	Solyc01T003025.1	CDY40064, CDX85792
OG0012894	Solyc06T000094.1	CDX86107, CDX99082
OG0012895	Solyc07T000015.1	CDY32717, CDY02803
OG0012896	Solyc07T002678.1	CDY36750, CDY11992
OG0012897	Solyc12T000381.1, Solyc07T000269.1	CDY12397
OG0012898	Solyc06T001375.1	CDX93828, CDY01269
OG0012899	Solyc08T000245.1	CDY68528, CDY50854
OG0012900	Solyc06T001833.1	CDY19192
OG0012902	Solyc06T002202.1	CDY23347, CDY30391
OG0012904	Solyc03T000204.1	CDY32033, CDX94867, CDY08642
OG0012905	Solyc08T002284.1	CDY57780, CDX86757
OG0012907	Solyc01T002938.2	CDY07168, CDY48497
OG0012908	Solyc10T002502.1	CDY66518, CDY67358
OG0012909	Solyc03T001171.1	CDX67810
OG0012910	Solyc05T002129.1	CDX74367, CDX91872
OG0012911	Solyc10T002178.1	CDY38176, CDY25131
OG0012912	Solyc09T002296.1	CDY25112, CDY01922, CDX97256
OG0012914	Solyc10T002708.1, Solyc09T000145.1	CDY11239, CDX80851
OG0012916	Solyc10T002246.2	CDY33693
OG0012917	Solyc04T002712.1	CDY38655, CDY37582
OG0012919	Solyc10T002604.1	CDY08511, CDY01038
OG0012920	Solyc04T002959.4	CDX87637, CDX73233
OG0012921	Solyc06T000194.1	CDY05738, CDY31974
OG0012922	Solyc03T000001.1	CDY52396, CDY13682
OG0012923	Solyc04T002753.1	CDY23919, CDY70810
OG0012924	Solyc03T001300.1	CDY01101, CDY08456
OG0012925	Solyc03T000008.1	CDX69597, CDY57892
OG0012927	Solyc03T001245.1	CDX70054, CDX98970
OG0012928	Solyc04T001521.1	CDY37558, CDY56136
OG0012929	Solyc01T002530.1	CDY22662, CDY06332
OG0012930	Solyc02T001070.1	CDY58413, CDX69605
OG0012931	Solyc08T000806.1	CDX75205, CDX68799
OG0012932	Solyc01T003250.1	CDY27774, CDY05161
OG0012933	Solyc05T000911.1	CDY42907, CDY49357
OG0012934	Solyc09T000141.1	CDY22199, CDY41308
OG0012935	Solyc03T000002.1	CDX83664, CDY13686
OG0012936	Solyc04T001277.1	CDY42353, CDX83842, CDX95202
OG0012937	Solyc10T002456.1	CDY50861, CDY64897
OG0012938	Solyc08T001386.3	CDX75577
OG0012940	Solyc01T003436.1	CDY31086, CDY32183
OG0012941	Solyc03T001346.1	CDY64493, CDY65466
OG0012942	Solyc01T002021.1	CDY37777, CDX80073
OG0012943	Solyc01T003075.1	CDY11254, CDX80869
OG0012944	Solyc10T002510.1	CDX95039, CDX93543
OG0012945	Solyc04T002719.1	CDY58083, CDY20895
OG0012948	Solyc06T002697.1	CDY22320, CDX94742
OG0012949	PRAM_26326.1.p1	CDY39360, CDY29412
OG0012950	Solyc01T002653.1	CDY37022, CDY27398
OG0012952	Solyc03T001048.1	CDX67745, CDX98299
OG0012953	Solyc04T002701.1	CDY01246, CDX93822
OG0012954	Solyc01T003465.1	CDX87116, CDY19826
OG0012955	Solyc10T002189.1	CDX95040, CDX93544
OG0012957	Solyc04T002788.1	CDY32971, CDY71257
OG0012958	Solyc04T001579.2	CDX95051, CDX93554
OG0012959	Solyc09T002727.1	CDX84718, CDX79478
OG0012960	Solyc11T001525.2	CDX96312, CDX72791
OG0012961	Solyc02T002116.1	CDY52372, CDX95155
OG0012962	Solyc01T003295.3	CDY05564, CDY25025
OG0012963	Solyc03T001248.1	CDY22048, CDY50388
OG0012964	Solyc06T000767.2	CDX69716, CDX97158
OG0012965	Solyc06T002205.1	CDX74950, CDY70246
OG0012966	Solyc02T002974.1	CDY00184, CDY63199
OG0012967	Solyc01T003292.1	CDY40712, CDX74144
OG0012968	Solyc04T003027.1	CDX87588, CDY01345, CDY31856
OG0012969	Solyc02T002983.1	CDY48978, CDY28533
OG0012970	Solyc09T001919.1	CDY14537, CDY08823
OG0012971	Solyc04T002900.1	CDY20902, CDY06724
OG0012974	Solyc03T000200.1	CDX99896, CDY00495
OG0012975	Solyc04T000439.1	CDY05748, CDY31968
OG0012976	Solyc06T002764.1	CDX89164, CDX93946
OG0012977	Solyc09T002284.2	CDY63851, CDX80113
OG0012978	Solyc08T001781.1	CDX78931, CDX99379
OG0012979	Solyc02T001031.1	CDX91044, CDX85593
OG0012981	Solyc10T002341.1	CDY21170, CDY29952
OG0012982	Solyc08T001163.2	CDY11488, CDX76712
OG0012983	Solyc01T002119.1	CDX90956, CDX91808
OG0012984	Solyc09T000112.1	CDY45682, CDX91346, CDX74977
OG0012985	Solyc01T003342.1	CDY39000, CDY65545
OG0012986	Solyc04T000837.1	CDY06137, CDX72073
OG0012987	Solyc09T000165.1	CDY10403, CDX70327
OG0012988	Solyc11T000093.1	CDY69563
OG0012989	Solyc06T000410.1	CDX80500, CDX88170
OG0012990	Solyc08T001339.1	CDX88212, CDX80555
OG0012991	Solyc09T000118.1	CDY38153, CDX73551, CDX78182
OG0012992	Solyc04T002744.2	CDY06733, CDY17072
OG0012993	Solyc02T001623.1	CDY40691, CDX74156
OG0012994	Solyc10T002550.1	CDX70092, CDX98934
OG0012995	Solyc10T002250.1	CDY25455, CDY38490
OG0012996	Solyc02T002936.1	CDX78562, CDX70544
OG0012998	Solyc04T002547.1	CDY12577, CDY47956
OG0012999	Solyc08T001477.1	CDY61397, CDY13477
OG0013000	Solyc08T001159.1	CDX72393, CDY46128
OG0013001	Solyc06T001609.1	CDX69788, CDX97076
OG0013002	Solyc09T002229.1	CDY15443, CDX86696
OG0013003	Solyc04T002822.2	CDY39367, CDY29418
OG0013004	Solyc09T002231.1	CDY53018, CDX80133
OG0013005	Solyc01T003420.1	CDY31093, CDY32178
OG0013006	Solyc01T003251.1	CDY43489, CDY17560
OG0013008	Solyc11T002223.1	CDY37153, CDX87673
OG0013009	Solyc04T002869.1	CDY22771, CDY42542
OG0013010	Solyc01T002091.1	CDX91824, CDX74403
OG0013011	Solyc01T003158.1	CDX95236, CDY42348
OG0013012	Solyc04T000834.1	CDY08620, CDY00912
OG0013014	Solyc01T003163.1	CDX80671, CDX86177
OG0013016	Solyc03T003380.1	CDX79892, CDY65803
OG0013017	Solyc09T002109.1	CDY35199, CDY38378
OG0013018	Solyc04T000701.1	CDY14780, CDY06914
OG0013019	Solyc09T002243.1	CDY55530, CDY27470
OG0013020	Solyc09T002188.1	CDY21945, CDY22106
OG0013021	Solyc03T000837.1	CDY06945, CDY57582
OG0013022	Solyc01T001349.1	CDY51749, CDY50664
OG0013023	Solyc04T002867.1	CDY22390, CDY61131
OG0013024	Solyc01T003051.1	CDX98802, CDX70184
OG0013025	Solyc11T002551.1	CDY06268, CDY09907
OG0013027	Solyc01T000012.1	CDY43303, CDY41856
OG0013028	Solyc02T002873.1	CDX77077, CDY37508
OG0013029	Solyc11T002456.1	CDY50964, CDY16533, CDY03576
OG0013031	Solyc01T003240.1	CDY27775, CDY05160
OG0013032	Solyc10T002402.2	CDX75605, CDX69253
OG0013033	Solyc02T000317.1	CDY09570
OG0013034	Solyc01T003198.2	CDY17555, CDY43482
OG0013035	Solyc10T002532.1	CDX78759, CDY38457
OG0013038	Solyc05T001674.1	CDY70560, CDX80145
OG0013039	Solyc02T002530.1	CDY19716, CDX99990
OG0013041	Solyc04T002700.1	CDX75422, CDY69870
OG0013042	Solyc01T003260.1	CDY07419, CDY28883
OG0013043	Solyc01T002980.1	CDY67996, CDY37997
OG0013044	Solyc04T002874.5	CDY70566, CDY69457
OG0013045	Solyc12T002408.1	CDY34021, CDX83151
OG0013046	Solyc06T000276.1	CDX90923, CDY17988
OG0013047	Solyc02T002955.1	CDY58421, CDX69608
OG0013048	Solyc10T002609.1	CDY04982, CDY14089
OG0013050	Solyc06T000411.1	CDX91798, CDY72648
OG0013051	Solyc08T001372.1	CDY66496, CDY35322
OG0013052	Solyc09T000113.1	CDX70342, CDY10420
OG0013053	Solyc01T003365.1	CDY65674, CDY54397
OG0013056	Solyc09T001997.1	CDY66290, CDY18003
OG0013058	Solyc09T000262.1	CDY66569, CDY07944, CDX73999
OG0013059	Solyc04T000435.1	CDY69956, CDY50000, CDY42759, CDX92749
OG0013060	Solyc02T002918.1	CDX77086, CDY37501
OG0013061	Solyc06T000604.1	CDY16332, CDX71697, CDY05846
OG0013062	Solyc09T000358.1	CDX73605, CDX78124
OG0013063	Solyc06T001599.1	CDY70511
OG0013064	Solyc04T002984.1	CDY29657, CDX97805
OG0013065	Solyc06T002709.1	CDY11979, CDY36764
OG0013066	Solyc08T000820.1	CDX88169, CDX80499
OG0013067	Solyc04T002569.1	CDY34020, CDX83150
OG0013068	Solyc09T002025.3	CDY18142, CDX89920
OG0013069	Solyc01T002122.1	CDY07095, CDY22028
OG0013070	Solyc11T000853.1	CDX85738, CDY40127
OG0013072	Solyc07T000196.1	CDY11864, CDY58140, CDY60000
OG0013073	Solyc05T000597.1	CDX81576, CDX95972, CDY33567
OG0013074	Solyc07T001163.1, Solyc08T000924.1	CDY19660, CDX95226, CDY21195
OG0013075	Solyc05T002450.1	CDX92121, CDY20935
OG0013076	Solyc06T002601.1, Solyc06T000148.1	CDY52148
OG0013077	Solyc09T000445.1	CDX91367, CDX74956
OG0013079	Solyc02T002594.1	CDY54170, CDY68912
OG0013082	Solyc03T002263.1	CDY08619, CDY00913
OG0013083	Solyc10T002590.1, Solyc02T000953.1, Solyc02T002444.1	CDX81082
OG0013084	Solyc07T000342.1	CDY25906, CDY11866, CDX88625
OG0013086	Solyc07T002615.1	CDX74608, CDY66410
OG0013088	Solyc03T000522.1	CDY08734, CDY36509
OG0013089	Solyc06T002648.1	CDX80693, CDY34538
OG0013090	Solyc07T002432.1	CDX97616, CDX98513
OG0013091	Solyc06T002568.1	CDY02052, CDY10721
OG0013092	Solyc11T002432.1	CDY12315, CDX87946
OG0013093	Solyc06T000238.1	CDY07023, CDX93247
OG0013094	Solyc09T002233.1	CDY22054, CDY50380
OG0013095	Solyc07T002726.1	CDY28637, CDY17359
OG0013096	Solyc07T001805.1	CDY50041, CDX93067
OG0013097	Solyc12T002810.1	CDX93112, CDY37208, CDX81443
OG0013098	Solyc04T002498.1	CDY38686, CDY48840, CDY42050
OG0013099	Solyc04T000542.1	CDY65131, CDX74590
OG0013100	Solyc02T001807.1	CDY28700, CDY51542
OG0013103	Solyc02T001780.1, Solyc03T000496.1	CDY28747
OG0013104	Solyc02T002722.1	CDY08166, CDY05956
OG0013105	Solyc06T000781.1	CDX78541, CDX70523
OG0013107	Solyc06T000832.1	CDX93175, CDY06985
OG0013109	Solyc12T000003.1	CDY54643, CDY29823
OG0013110	Solyc05T002386.2	CDX74818, CDY20502
OG0013111	Solyc12T000724.1	CDY65054, CDY17339
OG0013112	Solyc10T000281.1	CDY06646, CDY10205
OG0013114	Solyc02T002663.1	CDY36206, CDX96142
OG0013115	Solyc01T003504.1	CDX79464, CDX84732
OG0013116	Solyc09T001128.1	CDX99079, CDX86110
OG0013117	Solyc02T002675.1	CDY55675, CDX96146
OG0013118	Solyc09T000096.1	CDY18454, CDX93392, CDY69382
OG0013120	Solyc06T000200.1	CDX94933, CDX93465
OG0013121	Solyc06T000090.1	CDY54177, CDX80331
OG0013122	Solyc06T000788.1	CDY40224, CDY41227
OG0013123	Solyc06T000532.1	CDX80971, CDY11338
OG0013124	Solyc04T000547.1	CDY50688, CDY43136
OG0013126	Solyc01T000076.1	CDY10575, CDY02453
OG0013127	Solyc04T000533.1	CDY60723, CDY01718
OG0013128	PRAM_26105.1.p1	CDX79327, CDX67988
OG0013129	Solyc01T004390.1	CDY54799, CDY59095
OG0013133	Solyc05T002565.1	CDY40211, CDX73389
OG0013134	Solyc07T002752.1	CDY29715, CDY20350
OG0013135	Solyc02T001961.1	CDY00854, CDY27874
OG0013136	Solyc11T000540.1	CDY50318, CDY16433
OG0013138	Solyc11T000897.1	CDX68052, CDX79212, CDX73511
OG0013139	Solyc03T002077.1	CDY08539, CDY01007
OG0013140	Solyc01T004155.1	CDX89338, CDY13801
OG0013141	Solyc04T000070.1	CDY21931, CDY22091
OG0013142	Solyc12T000016.1	CDY21802, CDX77877
OG0013143	Solyc01T004188.1	CDX90311, CDY12119
OG0013144	Solyc03T001633.1	CDX89234, CDY19051
OG0013145	Solyc02T000309.1, Solyc07T001675.1	CDY02303, CDY09564
OG0013146	Solyc06T000550.1	CDY20466, CDX74846
OG0013147	Solyc01T002732.3	CDX90067, CDY15139
OG0013148	Solyc03T002015.1	CDY14739, CDY06966
OG0013149	Solyc06T002560.1	CDY10241, CDY06668
OG0013150	Solyc09T001285.1	CDY10713, CDY51010
OG0013151	Solyc07T002329.1	CDY06647, CDY10206
OG0013152	Solyc06T000985.1	CDY00722, CDX73891, CDY00996, CDY08550
OG0013153	Solyc12T000736.1	CDY24205, CDY43364
OG0013154	Solyc01T004323.1	CDX83190, CDY21463
OG0013155	Solyc12T000642.1	CDX79846, CDY50819, CDY47986
OG0013157	Solyc08T001950.2	CDY46793, CDY31326
OG0013160	Solyc07T002277.1	CDX95138, CDX93632
OG0013161	Solyc06T002149.1	CDX80465, CDX88128
OG0013162	Solyc08T001928.1	CDY35554, CDX70965, CDY64422
OG0013163	Solyc11T000341.1	CDX75495, CDY40636, CDX72534
OG0013165	Solyc12T002382.2	CDX90110, CDY27634, CDX84902
OG0013166	Solyc04T003001.1	CDY35794, CDX80732
OG0013167	Solyc07T002086.1	CDX92872, CDY29906
OG0013168	Solyc12T002494.1	CDX68108, CDX85938, CDY29529
OG0013169	Solyc03T002499.1	CDY64787, CDY38180
OG0013170	Solyc06T000068.1	CDY68059, CDY09918
OG0013173	Solyc10T001699.1, Solyc01T004146.1	CDY70951
OG0013174	Solyc05T002483.1, Solyc09T002704.1	CDX79472
OG0013176	Solyc07T001309.1	CDY20703, CDY32913, CDY66608
OG0013177	Solyc11T000036.1	CDX92275, CDX99313
OG0013178	Solyc12T000253.1	CDY06978, CDX93169
OG0013179	Solyc11T002362.1	CDY50904, CDY40885, CDY38351
OG0013181	Solyc12T002689.1, Solyc05T002501.1	CDY01173, CDY69223
OG0013182	Solyc03T003206.2	CDY69455, CDX92218
OG0013183	Solyc01T003345.1	CDY66942, CDY69086
OG0013184	Solyc07T001633.1	CDY64484, CDY27670, CDY64483
OG0013185	Solyc09T002771.1	CDY50420, CDY01171
OG0013186	Solyc09T000509.1	CDY43606, CDY32957
OG0013187	Solyc10T000368.1	CDY51391, CDY15464
OG0013188	Solyc11T000373.1	CDY39290, CDY07445
OG0013189	Solyc07T000431.1	CDX84319, CDY17244
OG0013190	Solyc03T003596.1	CDY57945, CDX79275
OG0013192	Solyc01T002882.1	CDY15172, CDX90038
OG0013193	Solyc02T002454.1	CDX86360, CDY70937
OG0013194	Solyc06T000184.1	CDY64817, CDY71052
OG0013195	Solyc02T001121.1	CDY36710, CDY36709, CDY26404
OG0013196	Solyc09T000595.1	CDY13182
OG0013197	Solyc01T002890.1	CDY53914, CDY52013
OG0013198	Solyc04T000608.1	CDY40409, CDY37333
OG0013199	Solyc04T001036.1	CDY68504, CDY06442
OG0013200	Solyc09T002779.1	CDY12372, CDY27121
OG0013201	Solyc02T001192.1	CDY02301, CDY09566
OG0013202	Solyc03T003032.1	CDY22295, CDY49733
OG0013203	Solyc05T001042.1	CDY03909, CDY15717
OG0013204	Solyc04T000595.1	CDX77791, CDY17711
OG0013206	Solyc07T000360.1	CDX89386, CDX94404
OG0013209	Solyc05T001514.1	CDY06375, CDY30582, CDY33396
OG0013210	Solyc02T001090.3	CDY01635, CDX98655
OG0013211	Solyc07T001730.1	CDY00858, CDY27868
OG0013212	Solyc09T000013.1	CDY44671, CDY53088
OG0013216	Solyc09T002869.1	CDY44222, CDX83484
OG0013217	Solyc02T002650.1	CDY36213, CDX96136
OG0013218	Solyc09T001089.1	CDX86307, CDX85335
OG0013219	Solyc01T003472.1	CDX71600, CDY65711
OG0013220	Solyc05T001671.1	CDY11542, CDX96280
OG0013221	Solyc01T001877.1, Solyc12T002770.1	CDX86255
OG0013222	Solyc10T002059.1	CDY01222, CDY70057
OG0013223	Solyc05T001966.1	CDX89383, CDX94401
OG0013225	Solyc09T000604.1	CDX74919, CDX91423
OG0013226	Solyc01T002033.1	CDX87525, CDX88359
OG0013227	Solyc02T002658.1	CDY36212, CDX96137
OG0013228	Solyc06T001704.1	CDY37596, CDY38668
OG0013229	Solyc01T003599.2	CDY21402, CDY04766
OG0013231	Solyc01T002145.1	CDY05226, CDY27714
