Orthogroup	Solanum_lycopersicum	Brassica_napus
OG0012105	Solyc09T002773.1	CDY40995, CDX99090, CDY54020
OG0012106	Solyc03T001855.1	CDX99047, CDY47412
OG0012107	Solyc10T002412.1	CDY53784, CDY37694
OG0012108	Solyc12T002204.1	CDY38203, CDY08346
OG0012109	Solyc01T002143.1	CDY02574, CDY47205
OG0012111	Solyc12T002181.3	CDY08377, CDY47847
OG0012112	Solyc09T002236.1, PRAM_95186.1.p1	CDY50376
OG0012113	Solyc06T002330.1	CDY04517, CDX71410
OG0012114	Solyc01T004198.1	CDX75449, CDX69074
OG0012115	Solyc03T003075.1	CDY55177, CDY14047
OG0012116	Solyc10T000139.1	CDX82445, CDX75812
OG0012117	Solyc07T002063.1	CDY56239, CDX98265
OG0012119	Solyc11T000433.1	CDY39721, CDY33716
OG0012120	Solyc04T001645.1	CDX90329, CDY12140
OG0012121	Solyc04T001659.1	CDY42625, CDY41979
OG0012122	Solyc11T001730.1	CDY22413, CDX72740
OG0012123	Solyc07T002132.1	CDY31941, CDY05788
OG0012124	Solyc03T002485.1	CDX71607, CDY05797
OG0012126	Solyc08T000853.1	CDX92756, CDY42750, CDX94357
OG0012127	Solyc10T001269.2	CDY13631
OG0012128	Solyc07T002470.1	CDX98531, CDX97636
OG0012129	Solyc03T002380.1	CDY34039, CDX83163
OG0012130	Solyc08T000550.1	CDY41192, CDX71854
OG0012131	Solyc04T000355.1	CDX75016, CDY33188
OG0012132	Solyc01T000091.1	CDX99556, CDX86856
OG0012134	Solyc03T003209.1, Solyc08T000726.1	CDX92223, CDY24452
OG0012135	Solyc04T000838.1	CDX94430, CDX89405
OG0012137	Solyc11T002347.1	CDY16539, CDX92459
OG0012138	Solyc02T001569.1	CDX90882, CDY21322
OG0012139	Solyc10T000215.1	CDY28804, CDX96265
OG0012140	Solyc03T003152.1	CDX92176, CDX95804
OG0012141	Solyc03T001783.2	CDX89427, CDX94461
OG0012142	Solyc07T001394.1	CDY38262, CDY53977, CDY32906
OG0012143	Solyc01T000033.1	CDY27575, CDX84966
OG0012144	Solyc05T000826.1	CDY28845, CDY56526
OG0012145	Solyc12T001122.2	CDY03425, CDY34304
OG0012146	Solyc04T002799.1	CDX68142, CDY45416, CDX73149
OG0012147	Solyc09T002613.1	CDX94828, CDX93007
OG0012149	Solyc01T004309.1	CDX72509, CDY40653
OG0012150	Solyc11T001978.1	CDX97194, CDY68538
OG0012151	Solyc07T002014.1	CDX97302, CDX91233
OG0012152	Solyc12T001415.1	CDY36144, CDY54826
OG0012154	Solyc01T004306.1	CDY12094, CDX90287
OG0012155	Solyc11T001599.1	CDY67379, CDX73278
OG0012156	Solyc07T000177.2	CDX94416, CDY68099
OG0012157	Solyc09T001110.1, Solyc07T000502.1, Solyc09T001111.1	CDY68832
OG0012158	Solyc05T000808.2	CDY66305, CDY61218
OG0012159	Solyc05T001084.1	CDY22939, CDY47797
OG0012161	Solyc11T002255.1	CDX93589, CDX95093
OG0012162	Solyc08T002468.1	CDY13385, CDX67511
OG0012163	Solyc01T003771.1	CDX89624, CDX93134
OG0012164	Solyc05T000804.1	CDY28538
OG0012165	Solyc03T001247.1	CDX85475, CDX78723, CDY02734
OG0012166	Solyc07T002540.1	CDY52241, CDY28776
OG0012167	Solyc11T000470.1	CDX75690, CDX69350
OG0012168	Solyc06T001307.1	CDY50234, CDY04625
OG0012169	Solyc02T001572.1	CDX91525, CDY16386
OG0012170	Solyc10T001585.1	CDY16500, CDX77245
OG0012171	Solyc08T002504.1	CDY03504, CDY47609
OG0012172	Solyc11T002497.1	CDY09212, CDY09215
OG0012173	Solyc10T001676.1	CDY16494, CDX77252
OG0012174	Solyc03T002431.1	CDY39583, CDY08070
OG0012175	Solyc11T000064.2	CDX92265, CDX99323
OG0012176	Solyc12T000422.1	CDY36124, CDY24411
OG0012177	Solyc02T001293.2	CDX77660, CDY33475
OG0012178	Solyc01T001451.1	CDX95857, CDX92126
OG0012179	Solyc01T002054.1	CDY07702, CDY14434
OG0012180	Solyc01T000224.1	CDY47136, CDY11589
OG0012181	Solyc10T001845.1, Solyc01T004230.1	CDX69531, CDX70607
OG0012182	Solyc11T000972.1	CDY63237, CDY19971
OG0012183	Solyc04T000264.1	CDY19325, CDX97916
OG0012184	Solyc06T000066.1	CDX83004, CDX68407
OG0012185	Solyc04T001784.1	CDY42000, CDY42648
OG0012186	Solyc03T003270.1	CDY47735, CDY45868
OG0012187	Solyc08T002380.1	CDX86787, CDY13258
OG0012188	Solyc12T001577.1	CDY26160, CDY19212
OG0012191	Solyc03T000719.1, Solyc02T000791.1	CDX96949
OG0012193	Solyc02T001651.1	CDY48830
OG0012194	Solyc05T000845.1	CDY01854, CDY56213
OG0012195	Solyc04T002883.2	CDY30256, CDX74444
OG0012197	Solyc11T002111.1	CDY09176
OG0012198	Solyc11T000182.1	CDX99910, CDY00482
OG0012199	Solyc01T002231.1	CDX74072, CDY08025
OG0012200	Solyc06T001600.1	CDY20801, CDY06628
OG0012201	Solyc02T000807.1	CDX92002, CDY57540
OG0012202	Solyc05T000314.1	CDY40383, CDY37376
OG0012203	Solyc06T000969.1	CDX98847, CDX70146
OG0012204	Solyc08T001360.1	CDY35319, CDX77025
OG0012206	Solyc03T001269.1	CDY50786, CDX99799
OG0012207	Solyc06T001106.1	CDY05985, CDY68202, CDX71882
OG0012209	Solyc02T000155.1	CDY02207, CDY66470
OG0012211	Solyc09T002815.1	CDX99466, CDX78859
OG0012212	Solyc01T003633.1	CDX96311, CDX72790
OG0012214	Solyc10T001196.1, Solyc01T003630.4	CDX80466
OG0012215	Solyc01T004012.1	CDY66855, CDY37233
OG0012216	PRAM_26207.1.p1	CDY12617, CDY42342
OG0012217	Solyc08T001511.1	CDY67184, CDX77039
OG0012218	Solyc04T002721.1	CDY25678, CDY23659
OG0012219	Solyc06T002160.1	CDY19830, CDX87120
OG0012220	Solyc11T000389.3	CDX69844, CDX96993
OG0012221	Solyc02T002911.1	CDY29749, CDY16267
OG0012222	Solyc02T001357.1	CDX99856, CDY26313
OG0012223	Solyc02T000964.1	CDY15954, CDX99667
OG0012224	Solyc02T001764.1	CDY16673, CDX94548
OG0012225	Solyc08T001597.1	CDX78424, CDX70395
OG0012226	Solyc02T001489.1	CDY50487, CDX87749
OG0012227	Solyc03T000645.1	CDX67414, CDY49076
OG0012229	Solyc05T002368.1	CDY18864, CDX74798
OG0012230	Solyc02T001350.1	CDY66765, CDY43679
OG0012231	Solyc03T001991.1	CDX72137, CDY27214
OG0012232	Solyc02T001389.1	CDY39449, CDX77614
OG0012233	Solyc01T003627.1	CDX97911, CDY19318
OG0012234	Solyc01T001951.2	CDX74867, CDY44628
OG0012235	Solyc04T001725.1	CDX81262, CDY18691
OG0012236	Solyc02T001335.1	CDY35295, CDX90203
OG0012237	Solyc02T002205.1	CDX74527, CDY01672, CDX74526
OG0012238	Solyc05T000854.1	CDY01848, CDY56219
OG0012240	Solyc02T001408.1	CDY39452, CDX77617
OG0012241	Solyc08T001446.1	CDY35333, CDX77015
OG0012242	Solyc12T002563.3	CDX74518, CDY01654
OG0012243	Solyc02T001693.1	CDX79054, CDX82821
OG0012245	Solyc08T000415.1	CDX68240, CDY11124
OG0012246	Solyc03T001853.1	CDY01305, CDY00409, CDY30637
OG0012247	Solyc10T002225.1	CDY56774, CDX72118
OG0012249	Solyc03T002731.1	CDX73034, CDX96503
OG0012250	Solyc03T001147.1	CDX86414, CDX85220
OG0012251	Solyc11T000715.1	CDY47995, CDX73383
OG0012252	Solyc08T001607.1	CDX78426, CDX70397
OG0012255	Solyc01T003811.1	CDY26176, CDY19200
OG0012256	Solyc02T002303.1	CDX85572, CDX91010
OG0012257	Solyc01T003433.1	CDX85524, CDX90964
OG0012259	Solyc01T001926.1	CDY13910, CDX92592
OG0012261	Solyc02T001688.1	CDY49784, CDX97963
OG0012262	Solyc02T002458.1	CDY43249, CDY60469
OG0012263	Solyc02T002371.1	CDX85231, CDX86402
OG0012264	Solyc02T001533.1	CDY34110, CDY30801
OG0012265	Solyc03T001243.1	CDX85226, CDX86407
OG0012266	Solyc11T000066.3	CDY40612, CDX93700
OG0012267	Solyc01T003626.1	CDY34851, CDY69685
OG0012268	Solyc11T001517.1	CDX75390, CDX69015
OG0012270	Solyc05T002346.1	CDX98830, CDX70163
OG0012271	Solyc10T000391.1	CDX94630, CDY35756, CDX90159
OG0012272	Solyc05T000672.1	CDY04161, CDY33111
OG0012274	Solyc01T003087.1	CDX97275, CDY65567
OG0012275	Solyc11T002386.1	CDY69985, CDY71261
OG0012276	Solyc01T003628.1	CDY36117, CDY51992, CDY51995
OG0012277	Solyc02T002412.1	CDX85254, CDX86383
OG0012278	Solyc03T002993.1	CDY66127, CDY53218
OG0012279	Solyc03T002196.3	CDY35940, CDY28041
OG0012280	Solyc08T001634.1	CDX72372, CDY13502
OG0012282	Solyc06T000972.1	CDX72178, CDY66808
OG0012283	Solyc01T003860.1	CDY42950, CDY35609
OG0012285	Solyc01T000315.1	CDX83588, CDY13611
OG0012286	Solyc06T000816.1	CDY65412
OG0012287	Solyc03T000893.1	CDX69481, CDY26485
OG0012288	Solyc08T001635.2	CDX88156, CDX80486
OG0012289	Solyc02T002899.1	CDY20052, CDX83678, CDY13702
OG0012290	Solyc03T003202.1	CDX93683, CDY40596
OG0012291	Solyc09T000083.1	CDX70350, CDY10430
OG0012293	Solyc06T000877.1	CDX93172, CDY06982
OG0012294	Solyc08T000257.1	CDY35960
OG0012295	Solyc08T001187.1	CDY11454, CDY11487, CDX76711
OG0012296	Solyc03T001682.2	CDY14368, CDY20245
OG0012297	Solyc01T003742.1	CDY63725, CDY31332
OG0012298	Solyc06T000867.1	CDY27224, CDX72146
OG0012299	Solyc11T000400.1	CDX91930, CDX74316
OG0012300	Solyc05T002343.1	CDX98826, CDX70167, CDX95798
OG0012301	Solyc03T002802.1	CDX69984, CDX99037
OG0012303	Solyc08T001425.1	CDX97130, CDX69743
OG0012305	Solyc02T001318.1	CDX78910, CDX99405
OG0012306	Solyc06T002229.1	CDY16420
OG0012307	Solyc11T000685.1	CDY14997, CDY65424
OG0012308	Solyc12T000177.1	CDY11519, CDX76750
OG0012309	Solyc03T002780.1	CDX78320, CDX81081
OG0012310	Solyc05T000325.1	CDX74314, CDX91932
OG0012311	Solyc05T001006.1	CDY22359, CDY30798
OG0012313	Solyc06T000952.1	CDY06989, CDX93179
OG0012314	PRAM_26302.1.p1, Solyc06T002334.1	CDX85554
OG0012317	Solyc05T001004.1	CDY01810, CDX96092
OG0012320	Solyc12T000793.1	CDY26893, CDY22252
OG0012322	Solyc05T001005.1	CDX84899, CDY27637
OG0012323	Solyc11T000399.1	CDY08803, CDY55165
OG0012324	Solyc09T000251.1	CDY61407, CDY12193
OG0012326	Solyc06T001577.1	CDY61688, CDX76002
OG0012327	Solyc02T002881.1	CDY12663, CDY32554
OG0012328	Solyc07T002177.1	CDX89193, CDY18994
OG0012330	Solyc01T003853.1	CDY51296, CDX84533
OG0012331	Solyc05T000896.1	CDY07411, CDY28870, CDX96071
OG0012332	Solyc06T000110.3	CDY43859, CDY32989
OG0012334	Solyc10T001597.1	CDX96753, CDX83892
OG0012335	Solyc08T001611.1	CDX80534, CDX88194
OG0012336	Solyc09T002726.2	CDX91430, CDX74907
OG0012337	Solyc03T001550.1	CDY29359, CDY64305
OG0012338	Solyc08T002568.1	CDY28824, CDY53478, CDY47085
OG0012339	Solyc05T000377.1	CDY04588, CDY29491
OG0012341	Solyc08T001166.1	CDX95111, CDX93605
OG0012342	Solyc06T000887.1	CDY08561, CDY00981
OG0012343	Solyc02T001678.1	CDY67446, CDY62910
OG0012344	Solyc07T002813.2	CDY66793, CDY40050
OG0012345	Solyc08T001447.1	CDX75288, CDX68893
OG0012346	Solyc08T000865.1	CDX79030, CDX82796
OG0012347	Solyc11T002391.1	CDX88195, CDX80535
OG0012348	Solyc01T004063.1	CDX92299, CDX99277
OG0012349	Solyc06T001014.1	CDX70140, CDX98853
OG0012350	Solyc02T000273.1	CDX99882, CDY26295
OG0012351	Solyc02T002298.1	CDX91012, CDX85574
OG0012352	Solyc03T001268.1	CDY29060, CDX78054, CDX73667
OG0012354	Solyc01T004021.1	CDX99256, CDX92310
OG0012355	Solyc02T001641.2	CDY53559, CDY01148
OG0012356	Solyc06T000624.1	CDY08969, CDY11063, CDX92684
OG0012357	Solyc05T000378.4	CDY32634, CDY38858
OG0012359	Solyc06T000873.1	CDX72148, CDY27226
OG0012360	Solyc10T000978.1	CDX70185, CDX98801
OG0012361	Solyc03T001194.1	CDX95783, CDX92201
OG0012362	Solyc01T003994.2, Solyc01T003990.1	CDY51953
OG0012363	Solyc08T000388.1	CDX89893, CDY18170
OG0012366	Solyc01T004061.1	CDY49888, CDY45372
OG0012367	Solyc02T000135.1, Solyc12T001298.1	CDX86180, CDX80675
OG0012368	Solyc11T000098.1	CDY45401, CDX73121
OG0012369	Solyc04T001195.1, Solyc03T001203.1	CDX90125, CDY11749
OG0012371	Solyc01T003011.1	CDX93572, CDY68994, CDX95069
OG0012372	Solyc04T001665.3	CDY43698, CDY18729
OG0012373	Solyc05T002391.1, Solyc11T000743.1	CDX74814
OG0012374	Solyc11T002142.2	CDY36656, CDY54024
OG0012375	Solyc04T001821.1	CDY15533, CDX86582
OG0012376	Solyc07T001784.1	CDX69498, CDY26463
OG0012378	Solyc01T004372.1	CDX69176, CDX75534
OG0012379	Solyc12T001660.1	CDY02182, CDY58694
OG0012380	Solyc10T001194.1	CDX77804, CDY17699
OG0012381	Solyc05T002136.1	CDY25058, CDX67858
OG0012382	Solyc01T003764.1	CDX89621, CDX93132
OG0012383	Solyc07T002657.1	CDY14298, CDX97367, CDY29252
OG0012384	Solyc04T001679.1	CDY08845, CDY14516
OG0012385	Solyc03T002878.1	CDY47402, CDY61271
OG0012386	Solyc02T000931.1	CDY01648, CDX74514
OG0012387	Solyc02T002186.1	CDX69479, CDY26488
OG0012388	Solyc01T003989.1	CDY36637, CDX68513
OG0012389	Solyc11T000672.1	CDY04674, CDY08175
OG0012390	Solyc10T000708.1	CDY38547, CDY06454
OG0012391	Solyc07T001573.1	CDX72289, CDY13409
OG0012392	Solyc06T000608.1	CDY44871, CDX70210
OG0012393	Solyc05T000857.1	CDY19393, CDX98007
OG0012394	Solyc10T000276.1	CDY08585, CDY00962
OG0012395	Solyc05T002060.2	CDX99097, CDX86098
OG0012396	Solyc01T003939.1	CDY60654, CDY39397
OG0012397	Solyc05T000508.2	CDY59871, CDY04174
OG0012400	Solyc12T000208.1	CDY50924, CDX92894
OG0012401	Solyc06T001335.1	CDY51678, CDY65121
OG0012402	Solyc02T002554.2	CDX69263, CDX75613
OG0012404	Solyc05T000170.1	CDY23541, CDY48385
OG0012405	Solyc04T000059.1	CDY16173, CDX85036
OG0012406	Solyc08T002464.2	CDY47852, CDY08370, CDY52392
OG0012407	Solyc03T002156.1	CDX78717, CDX69412, CDY16971
OG0012408	Solyc04T002202.2	CDY21386, CDY04789
OG0012409	Solyc11T000323.2	CDY02898, CDX78275, CDX73437
OG0012410	Solyc03T000749.2	CDY07435, CDY61646
OG0012411	Solyc11T000170.1	CDX73650, CDX78073
OG0012412	Solyc02T001036.1	CDX70570, CDX78582
OG0012413	Solyc03T002341.2	CDY58571, CDX88662
OG0012414	Solyc08T000018.1	CDY53288, CDY32303
OG0012415	Solyc08T001832.1	CDX99138, CDX86053
OG0012416	Solyc04T003008.1	CDY66335, CDY29506
OG0012417	Solyc02T001966.1	CDX75522
OG0012418	Solyc08T001898.2	CDY38961, CDY39437, CDY23966
OG0012419	Solyc03T003157.1	CDX92179, CDX95801
OG0012420	Solyc11T000368.1	CDY53528, CDX74606
OG0012421	Solyc04T002146.1	CDX68088, CDX85968
OG0012422	Solyc12T000275.2	CDY30226, CDY47776
OG0012423	Solyc06T001954.1	CDY36920, CDY24148
OG0012424	Solyc02T000727.2	CDY59696, CDY64923
OG0012425	Solyc03T001903.1	CDX85304, CDY64952
OG0012426	Solyc03T000213.1	CDY46934, CDX91600
OG0012428	Solyc02T002003.1	CDX73734, CDX77992
OG0012429	Solyc03T003250.5	CDY11083, CDX73024, CDX96494
OG0012431	Solyc05T000731.1	CDY28548, CDY44065
OG0012433	Solyc05T000526.1	CDX81537
OG0012434	Solyc03T002338.2	CDX96469, CDX72982
OG0012436	Solyc05T000152.1	CDY27915, CDY17534
OG0012438	Solyc04T001356.1	CDX85571, CDX91009, CDX85570
OG0012439	Solyc08T002393.1	CDY13720, CDX83705
OG0012441	Solyc04T000015.1	CDY23531, CDY48382, CDY52459
OG0012442	Solyc04T001879.1	CDX99258, CDX92308
OG0012443	Solyc02T002639.1	CDY38424, CDY16930
OG0012444	Solyc11T001008.2	CDY50183, CDX93765
OG0012445	Solyc08T001881.1	CDX85363, CDX86280
OG0012446	Solyc02T002692.1	CDX97026, CDX69822
OG0012450	Solyc12T000279.1	CDY30231
OG0012451	Solyc08T001848.1	CDY27129, CDY47692, CDY50955
OG0012453	Solyc03T002162.4	CDY38086, CDX85487
OG0012454	Solyc12T002556.1	CDX76498, CDY09271
OG0012456	Solyc02T000853.1	CDY44037, CDY22425
OG0012457	Solyc01T004361.1	CDY44583, CDY36825
OG0012458	Solyc05T000703.1	CDY16118, CDY33792
OG0012459	Solyc12T000182.1	CDY35836, CDX92486
OG0012460	Solyc05T000532.1	CDY20551, CDY51121
OG0012461	Solyc03T001781.1	CDY38868, CDY64025
OG0012462	Solyc08T002149.1	CDX77773, CDY17730
OG0012463	Solyc05T000623.1	CDX95966, CDY33560
OG0012465	Solyc07T000981.2	CDY72671, CDY47326, CDY01120
OG0012466	Solyc02T002860.1	CDX74309, CDX91936
OG0012467	Solyc08T002428.1	CDY38190, CDY08362
OG0012468	Solyc06T001347.2	CDY68472, CDX76588
OG0012470	Solyc05T000506.1	CDY55953, CDY36093
OG0012471	Solyc02T002093.1	CDX69221, CDX75571
OG0012472	Solyc08T002484.1	CDY47617, CDY03514
OG0012473	Solyc09T002477.1	CDY22341, CDX94715
OG0012474	Solyc05T000147.1	CDY11624, CDY38782
OG0012475	Solyc12T002567.1	CDY27146, CDY12414
OG0012476	Solyc08T001839.1	CDY13054, CDY23123
OG0012477	Solyc02T002784.1	CDX76878, CDY49447
OG0012478	Solyc08T002005.1	CDY25463, CDY38482
OG0012479	Solyc01T003834.1, Solyc02T000833.1	CDY46100, CDX72419
OG0012480	Solyc05T000491.1	CDY16137, CDX85001
OG0012481	Solyc03T002657.1	CDY37756, CDX71590
OG0012482	Solyc02T002147.1	CDY24488, CDX77934
OG0012484	Solyc07T000834.1	CDY07475
OG0012485	Solyc05T002478.1	CDY47355, CDY49202
OG0012486	Solyc02T002547.1	CDX89574, CDY38945
OG0012487	Solyc03T003211.1	CDY19208, CDY26167
OG0012488	Solyc02T002842.1	CDY01435, CDY12810
OG0012489	Solyc08T002423.1	CDY08350, CDY38196
OG0012490	Solyc07T000513.1	CDY25852, CDY60208
OG0012491	Solyc04T002113.1	CDY70760, CDY14955
OG0012492	Solyc04T000273.2	CDY21551, CDX69938
OG0012493	Solyc11T001498.1	CDX96314, CDX72794
OG0012494	Solyc01T003015.2	CDY40793, CDY46959
OG0012496	Solyc08T002059.1	CDY48950, CDY46395
OG0012497	Solyc08T002245.1	CDX98061, CDY30082
OG0012499	Solyc03T002141.1	CDY49923, CDY23465
OG0012500	Solyc04T002188.1	CDX96343, CDX72825
OG0012502	Solyc08T000199.2	CDY26899, CDY32277
OG0012503	Solyc09T001526.1, Solyc05T002041.1	CDY10808
OG0012504	Solyc05T000204.1	CDY06670, CDY10243
OG0012506	Solyc01T003874.1	CDY26208, CDY19182
OG0012507	Solyc03T000155.1	CDY17641, CDY17640, CDY36258
OG0012509	Solyc08T000080.1	CDY69112, CDX87798
OG0012510	Solyc02T001037.6	CDX78581, CDX70569
OG0012511	Solyc05T000548.1	CDX99773, CDY33125, CDY46498
OG0012513	Solyc02T002256.1	CDX86460, CDY58511
OG0012514	Solyc12T000287.1	CDY68466, CDX94361
OG0012515	Solyc05T000082.1	CDY60801, CDY16250
OG0012516	Solyc02T002617.1	CDX69275, CDX75625
OG0012518	Solyc03T002333.1	CDX82075, CDY58311
OG0012521	Solyc07T000742.1	CDY25338, CDY47171
OG0012522	Solyc09T002630.1	CDY45566, CDX77441
OG0012523	Solyc04T000503.1	CDX90380, CDY52511
OG0012524	Solyc02T002253.1	CDX86464, CDY44442
OG0012526	Solyc02T001972.1	CDX81420, CDY18583
OG0012527	Solyc10T001298.1	CDY46926, CDY31848
OG0012528	Solyc03T003310.1	CDY61168, CDY42881
OG0012529	Solyc00T000038.1	CDX71643
OG0012530	Solyc05T001644.1	CDY47775, CDY30224
OG0012531	Solyc03T003231.1	CDY18515, CDX95532
OG0012533	Solyc09T002612.1	CDY42387, CDY10529
OG0012534	Solyc04T000622.1	CDY53049, CDY47220
OG0012536	Solyc05T001231.1	CDY35922, CDY05716
OG0012537	Solyc08T001979.1	CDX90442, CDY01496, CDX78803
OG0012539	Solyc08T002276.1	CDY45969, CDY57072
OG0012540	Solyc07T000829.1	CDY35236, CDY06854
OG0012541	Solyc08T002549.1	CDX76326, CDY03491
OG0012542	Solyc11T002161.2	CDY39542, CDX77416
OG0012544	Solyc02T000635.1	CDY16795, CDY10444
OG0012545	Solyc03T003197.1	CDX83868, CDX96735
OG0012546	Solyc11T000450.1	CDY08788, CDY14571
OG0012547	Solyc05T001205.1	CDX73316, CDY28411
OG0012548	Solyc06T001590.1	CDY34113, CDY24532
OG0012549	Solyc01T003911.1	CDY16532, CDY32834
OG0012551	Solyc04T000014.2	CDY33610, CDY24495
OG0012552	Solyc04T001166.1	CDY34146
OG0012553	Solyc05T000530.1	CDY36088, CDY55959
OG0012554	Solyc05T000690.1	CDY16159, CDX85021
OG0012555	Solyc12T000289.1	CDY03572, CDY14206
OG0012556	Solyc12T000098.1	CDY33682, CDX74641
OG0012557	Solyc08T002218.2	CDX86720, CDX94492
OG0012558	Solyc08T001997.1	CDY32285, CDY48872
OG0012559	Solyc01T001335.2	CDY05087, CDX90747
OG0012561	Solyc03T003225.1	CDY67049, CDX73019
OG0012562	Solyc04T001181.1	CDY04740
OG0012566	Solyc02T002862.1	CDX69580, CDY09856
OG0012567	Solyc12T000538.1	CDX90775, CDX86816, CDY40850
OG0012568	Solyc03T002340.1	CDY50119, CDY42585
OG0012569	Solyc03T002110.1	CDX86005, CDX93768
OG0012570	Solyc07T001057.1	CDY54271, CDY30212
OG0012571	Solyc08T002266.1	CDY10816, CDY41286
OG0012572	Solyc02T002238.1	CDY09869, CDX69574
OG0012573	Solyc09T002327.1	CDY22723, CDY09041
OG0012574	Solyc09T002320.2	CDY52633, CDX88226
OG0012575	Solyc03T000722.2	CDY13739, CDY25614, CDX89497
OG0012576	Solyc05T000191.1	CDY28440, CDY40279
OG0012577	Solyc05T000652.1	CDY16153, CDX85016
OG0012578	Solyc11T000953.4, Solyc03T000841.1	CDY50445, CDX68275
OG0012579	Solyc05T000006.1	CDX83631, CDY13645
OG0012580	Solyc05T000165.1	CDY37983, CDX93431
OG0012582	Solyc03T000970.1	CDY58967, CDX92516
OG0012583	Solyc01T003894.2	CDY22964, CDX82285
OG0012584	Solyc11T002170.1	CDY16677
OG0012585	Solyc11T001115.1, Solyc08T002133.1	CDY67761
OG0012587	Solyc07T000534.1	CDX69569, CDY09873
OG0012588	Solyc06T001164.1	CDY10660, CDY10292
OG0012589	Solyc03T000262.1	CDY50495, CDY19647
OG0012591	Solyc08T000789.1, Solyc02T002293.1	CDY49049, CDY37526
OG0012592	Solyc03T000425.2	CDY38900, CDY32596
OG0012593	Solyc02T002556.1	CDY23009, CDY02085
OG0012594	Solyc12T002559.1	CDX77729, CDY33508
OG0012596	Solyc04T000633.1	CDX93557, CDX95054
OG0012597	Solyc03T002441.1	CDY35294, CDX90204
OG0012599	Solyc03T002265.2	CDX92153, CDX95832
OG0012600	Solyc02T001993.1	CDX77998, CDX73729
OG0012601	Solyc07T000427.1	CDX92528, CDY14002
OG0012602	Solyc12T000188.1	CDX85305, CDY71704
OG0012603	Solyc11T000321.1	CDY00667, CDX73929
OG0012604	Solyc02T002791.1	CDY18655, CDX81321
OG0012606	Solyc08T001768.1	CDY26353, CDY47586
OG0012607	Solyc04T000243.1	CDX98585, CDX92370
OG0012608	Solyc02T002689.1	CDX69343, CDX75684
OG0012609	Solyc02T002091.1	CDY65384, CDY45217
OG0012610	Solyc02T002160.1	CDY30758, CDY53851
OG0012611	Solyc02T002606.1	CDY62349, CDY44052
OG0012612	Solyc01T003891.1	CDY28119, CDY50970
OG0012613	Solyc02T000703.1, Solyc02T002019.1	CDY18592
OG0012614	Solyc08T002332.1	CDY49189
OG0012615	Solyc06T000700.1, Solyc03T000337.1	CDY32451
OG0012616	Solyc08T000236.1	CDX76574, CDY59530
OG0012617	Solyc02T000681.1	CDY18585, CDX81417
OG0012618	Solyc05T000083.1	CDY16249, CDY60799
OG0012619	Solyc08T002273.1	CDY13285, CDX86741
OG0012621	Solyc07T000254.1	CDX98867, CDX70126
OG0012622	Solyc04T002391.1	CDX83172, CDY21439
OG0012624	Solyc03T002634.4	CDX83173, CDY21440
OG0012625	Solyc05T002170.1	CDY03928, CDY64386
OG0012626	Solyc04T002273.1	CDX88406, CDX87486
OG0012627	Solyc04T002705.1	CDX76702, CDY11478
OG0012628	Solyc03T001755.1	CDY19841, CDX87134
OG0012629	Solyc03T002543.1	CDY69876, CDY66954
OG0012631	Solyc03T000240.1	CDY19846, CDX87140
OG0012632	Solyc09T000383.1	CDY36010
OG0012633	Solyc03T002825.1	CDX78311, CDX81071
OG0012634	Solyc11T000691.1	CDY38330, CDY44522
OG0012635	Solyc03T001734.1	CDX88091, CDX80428
OG0012636	Solyc04T002761.1	CDX73141, CDY69926
OG0012637	Solyc09T000288.1	CDX79688, CDX84553
OG0012638	Solyc03T002909.1	CDX96553
OG0012640	Solyc04T001957.2	CDX76758, CDY11528
OG0012642	Solyc06T001068.1	CDY55347, CDY19033
OG0012643	Solyc04T002896.1	CDY17797, CDY16998
OG0012644	Solyc04T002581.1	CDX90107, CDY11766
OG0012646	Solyc04T002295.1	CDY14624, CDY26854
OG0012647	Solyc06T002595.1	CDY44013, CDY23578
OG0012648	Solyc04T002396.1	CDX97068, CDX69797, CDX70373
OG0012649	Solyc04T002599.1	CDY08744, CDY51982
OG0012650	Solyc04T002043.4	CDY38360
OG0012651	Solyc11T000007.1	CDY04662, CDY08186, CDX84088
OG0012652	Solyc04T002834.1	CDX90101, CDY11774
OG0012653	Solyc11T000259.1	CDX78072, CDX73651
OG0012654	Solyc05T000792.1	CDY25923, CDY38284
OG0012655	Solyc12T002436.1	CDY23316, CDY53704
OG0012656	Solyc04T002399.1	CDY17196, CDY27948
OG0012658	Solyc07T002103.1	CDY49661, CDY72552, CDY18974
OG0012659	Solyc04T002518.2	CDY31052, CDY20663
OG0012661	Solyc04T002915.1	CDY34264, CDY03477
OG0012662	Solyc08T001385.1	CDX75289, CDX68894
OG0012663	Solyc03T001721.2	CDY29861, CDX92840
OG0012664	Solyc03T001715.1	CDY14378, CDY35660
OG0012665	Solyc04T002818.1	CDY39371, CDY29422
OG0012666	Solyc04T003006.2	CDY23719, CDY37703
OG0012669	Solyc04T002369.1	CDX75120, CDY48060
OG0012670	Solyc04T002448.2	CDY38713
OG0012671	Solyc03T001686.1	CDY28830
OG0012673	Solyc09T001699.3	CDY34915, CDY66750
OG0012674	Solyc12T002358.1	CDY08936, CDY24839
OG0012675	Solyc04T002447.1	CDY61011, CDY65536
OG0012676	Solyc11T000677.1, Solyc06T001297.1	CDY38825
OG0012677	Solyc04T002676.1	CDX68969, CDX75346
